scenario_source,scenario,sector,region,year,emission_factor_unit,emission_factor
etp_2017,sds,cement,global,2014,tonnes CO2 (scope 1 & 2) per tonne cement,0.5826444156156276
etp_2017,sds,cement,global,2025,tonnes CO2 (scope 1 & 2) per tonne cement,0.5681903897598016
etp_2017,sds,cement,global,2030,tonnes CO2 (scope 1 & 2) per tonne cement,0.5174175132622335
etp_2017,sds,cement,global,2035,tonnes CO2 (scope 1 & 2) per tonne cement,0.48233349009638093
etp_2017,sds,cement,global,2040,tonnes CO2 (scope 1 & 2) per tonne cement,0.4287006834124867
etp_2017,sds,cement,global,2045,tonnes CO2 (scope 1 & 2) per tonne cement,0.3805737954229793
etp_2017,sds,cement,global,2050,tonnes CO2 (scope 1 & 2) per tonne cement,0.33588590944556174
etp_2017,sds,cement,global,2055,tonnes CO2 (scope 1 & 2) per tonne cement,0.3302511988663824
etp_2017,sds,cement,global,2060,tonnes CO2 (scope 1 & 2) per tonne cement,0.3105216135354845
etp_2017,b2ds,cement,global,2014,tonnes CO2 (scope 1 & 2) per tonne cement,0.5826444156156276
etp_2017,b2ds,cement,global,2025,tonnes CO2 (scope 1 & 2) per tonne cement,0.5014385310337693
etp_2017,b2ds,cement,global,2030,tonnes CO2 (scope 1 & 2) per tonne cement,0.43039385394225604
etp_2017,b2ds,cement,global,2035,tonnes CO2 (scope 1 & 2) per tonne cement,0.36069045295779384
etp_2017,b2ds,cement,global,2040,tonnes CO2 (scope 1 & 2) per tonne cement,0.2827327424682555
etp_2017,b2ds,cement,global,2045,tonnes CO2 (scope 1 & 2) per tonne cement,0.24295985908999512
etp_2017,b2ds,cement,global,2050,tonnes CO2 (scope 1 & 2) per tonne cement,0.16896617291253196
etp_2017,b2ds,cement,global,2055,tonnes CO2 (scope 1 & 2) per tonne cement,0.14190475218281082
etp_2017,b2ds,cement,global,2060,tonnes CO2 (scope 1 & 2) per tonne cement,0.093862143107301
